contrat_id,client_id,produit_id,agence_id,montant_finance,apport_client,taux_interet,duree_mois,mensualite,date_deblocage,date_fin_prevue,statut_contrat,motif_credit,nb_echeances_total,montant_total_du
CTR0017741,CLI006086,PROD002,AG012,112012.76,22402.55,10.14,24,5176.06,2017-12-26,2019-12-16,En cours,Automobile,24,124225.44
CTR0017742,CLI002175,PROD008,AG014,44027.13,0.0,7.21,36,1363.66,2019-02-27,2022-02-11,Soldé,Consommation,36,49091.76
CTR0017743,CLI007539,PROD005,AG004,49752.82,7462.92,12.46,48,1321.45,2015-08-18,2019-07-28,En cours,Automobile,48,63429.6
CTR0017744,CLI004569,PROD002,AG017,102948.85,20589.77,10.52,36,3347.06,2019-09-14,2022-08-29,En cours,Automobile,36,120494.16
CTR0017745,CLI007263,PROD003,AG006,9960.18,0.0,11.35,6,1715.41,2021-07-27,2022-01-23,Restructuré,Consommation,6,10292.46
CTR0017746,CLI009354,PROD005,AG001,27630.01,4144.5,9.28,24,1265.82,2015-09-30,2017-09-19,Soldé,Automobile,24,30379.68
CTR0017747,CLI009211,PROD001,AG007,442824.27,44282.43,7.48,78,7186.1,2015-06-26,2021-11-21,Soldé,Automobile,78,560515.8
CTR0017748,CLI005278,PROD004,AG014,51388.75,5138.88,8.33,36,1618.17,2023-02-16,2026-01-31,En cours,Équipement,36,58254.12
CTR0017749,CLI002964,PROD005,AG017,41899.05,6284.86,9.54,36,1342.93,2021-11-27,2024-11-11,En cours,Automobile,36,48345.48
CTR0017750,CLI007690,PROD002,AG014,39171.82,7834.36,8.32,36,1233.29,2019-03-17,2022-03-01,En contentieux,Automobile,36,44398.44
CTR0017751,CLI003884,PROD003,AG005,125617.28,0.0,13.79,48,3419.46,2015-03-06,2019-02-13,En cours,Consommation,48,164134.08
CTR0017752,CLI005343,PROD005,AG021,63301.2,9495.18,8.59,36,2000.9,2016-12-08,2019-11-23,Soldé,Automobile,36,72032.4
CTR0017753,CLI008696,PROD007,AG014,52237.28,0.0,8.88,24,2383.57,2017-09-04,2019-08-25,Restructuré,Consommation,24,57205.68
CTR0017754,CLI001455,PROD003,AG020,92622.87,0.0,12.73,48,2472.45,2019-03-16,2023-02-23,En retard,Consommation,48,118677.6
CTR0017755,CLI001532,PROD008,AG016,113396.81,0.0,7.02,12,9812.9,2020-07-01,2021-06-26,En cours,Consommation,12,117754.8
CTR0017756,CLI007594,PROD003,AG013,29436.04,0.0,12.37,12,2620.45,2018-12-03,2019-11-28,Soldé,Consommation,12,31445.4
CTR0017757,CLI009309,PROD005,AG014,26888.17,4033.23,8.78,12,2348.67,2017-12-12,2018-12-07,Restructuré,Automobile,12,28184.04
CTR0017758,CLI001296,PROD003,AG006,145407.68,0.0,11.35,42,4211.29,2020-05-17,2023-10-29,Soldé,Consommation,42,176874.18
CTR0017759,CLI001029,PROD008,AG017,21788.46,0.0,8.36,42,600.16,2017-09-15,2021-02-26,Soldé,Consommation,42,25206.72
CTR0017760,CLI006254,PROD003,AG001,40153.34,0.0,12.98,18,2466.95,2019-12-15,2021-06-07,En retard,Consommation,18,44405.1
CTR0017761,CLI005923,PROD004,AG020,84954.11,8495.41,11.64,36,2807.11,2015-12-28,2018-12-12,Soldé,Équipement,36,101055.96
CTR0017762,CLI009502,PROD008,AG004,56768.51,0.0,7.78,24,2561.79,2016-01-12,2018-01-01,En retard,Consommation,24,61482.96
CTR0017763,CLI003081,PROD002,AG007,114957.07,22991.41,8.1,12,10005.25,2016-11-23,2017-11-18,En cours,Automobile,12,120063.0
CTR0017764,CLI007095,PROD002,AG015,29961.24,5992.25,8.47,24,1361.5,2023-01-20,2025-01-09,Soldé,Automobile,24,32676.0
CTR0017765,CLI009232,PROD004,AG002,89324.16,8932.42,9.35,12,7826.03,2023-03-19,2024-03-13,Soldé,Équipement,12,93912.36
CTR0017766,CLI003712,PROD002,AG012,44076.07,8815.21,9.61,24,2025.96,2019-11-21,2021-11-10,En cours,Automobile,24,48623.04
CTR0017767,CLI008916,PROD005,AG018,59251.94,8887.79,9.87,42,1674.17,2015-06-24,2018-12-05,Soldé,Automobile,42,70315.14
CTR0017768,CLI008119,PROD001,AG016,93777.42,9377.74,6.61,60,1839.7,2016-05-21,2021-04-25,En cours,Automobile,60,110382.0
CTR0017769,CLI009951,PROD006,AG019,283442.59,0.0,14.81,60,6714.84,2020-04-26,2025-03-31,En cours,Restructuration,60,402890.4
CTR0017770,CLI005431,PROD008,AG021,41634.64,0.0,8.86,18,2478.66,2018-02-13,2019-08-07,En cours,Consommation,18,44615.88
CTR0017771,CLI000273,PROD006,AG019,134180.64,0.0,10.6,24,6228.98,2019-08-03,2021-07-23,Soldé,Restructuration,24,149495.52
CTR0017772,CLI009696,PROD001,AG012,215388.81,21538.88,6.63,84,3211.98,2021-06-03,2028-04-27,Soldé,Automobile,84,269806.32
CTR0017773,CLI005340,PROD006,AG010,140247.31,0.0,13.92,24,6728.38,2017-04-18,2019-04-08,En cours,Restructuration,24,161481.12
CTR0017774,CLI008971,PROD007,AG010,43724.27,0.0,7.97,30,1612.31,2015-05-19,2017-11-04,En retard,Consommation,30,48369.3
CTR0017775,CLI001852,PROD002,AG009,42546.58,8509.32,8.93,12,3719.38,2020-08-27,2021-08-22,Soldé,Automobile,12,44632.56
CTR0017776,CLI000553,PROD006,AG004,242310.9,0.0,14.44,90,4423.08,2021-09-20,2029-02-10,Soldé,Restructuration,90,398077.2
CTR0017777,CLI005014,PROD004,AG011,11200.25,1120.03,8.75,18,666.23,2019-03-02,2020-08-23,En cours,Équipement,18,11992.14
CTR0017778,CLI006192,PROD004,AG019,42456.23,4245.62,8.76,24,1934.93,2021-03-29,2023-03-19,En cours,Équipement,24,46438.32
CTR0017779,CLI003393,PROD007,AG010,27628.98,0.0,8.13,36,867.45,2018-03-11,2021-02-23,En retard,Consommation,36,31228.2
CTR0017780,CLI008917,PROD007,AG005,18668.43,0.0,9.12,30,698.27,2018-08-22,2021-02-07,En cours,Consommation,30,20948.1
CTR0017781,CLI007352,PROD001,AG020,77043.22,7704.32,7.75,84,1191.24,2015-07-26,2022-06-19,En retard,Automobile,84,100064.16
CTR0017782,CLI008585,PROD004,AG008,77006.55,7700.65,10.56,48,1973.86,2019-12-01,2023-11-10,Soldé,Équipement,48,94745.28
CTR0017783,CLI003748,PROD008,AG006,60112.44,0.0,7.94,18,3553.42,2021-11-01,2023-04-25,En cours,Consommation,18,63961.56
CTR0017784,CLI003950,PROD004,AG010,23695.53,2369.55,11.2,24,1106.6,2017-07-20,2019-07-10,En cours,Équipement,24,26558.4
CTR0017785,CLI000071,PROD003,AG002,65192.07,0.0,9.07,6,11154.58,2018-06-12,2018-12-09,Soldé,Consommation,6,66927.48
CTR0017786,CLI002994,PROD005,AG018,14660.13,2199.02,9.14,24,670.69,2017-08-21,2019-08-11,Soldé,Automobile,24,16096.56
CTR0017787,CLI006878,PROD002,AG013,155173.75,31034.75,9.1,24,7096.19,2021-08-31,2023-08-21,Soldé,Automobile,24,170308.56
CTR0017788,CLI002750,PROD001,AG012,453967.39,45396.74,8.21,60,9250.51,2022-07-10,2027-06-14,En cours,Automobile,60,555030.6
CTR0017789,CLI009576,PROD006,AG020,292881.23,0.0,12.31,78,5473.59,2022-09-12,2029-02-07,En cours,Restructuration,78,426940.02
CTR0017790,CLI003155,PROD004,AG016,93229.78,9322.98,8.07,18,5516.62,2020-09-28,2022-03-22,En retard,Équipement,18,99299.16
CTR0017791,CLI006838,PROD008,AG018,99960.79,0.0,8.85,30,3726.44,2020-10-31,2023-04-19,En cours,Consommation,30,111793.2
CTR0017792,CLI006721,PROD002,AG009,52698.37,10539.67,7.08,30,1921.82,2019-03-25,2021-09-10,Soldé,Automobile,30,57654.6
CTR0017793,CLI002284,PROD005,AG002,35236.04,5285.41,8.93,42,979.97,2021-04-20,2024-10-01,En contentieux,Automobile,42,41158.74
CTR0017794,CLI008850,PROD006,AG001,92395.2,0.0,11.38,84,1600.55,2016-10-07,2023-09-01,En cours,Restructuration,84,134446.2
CTR0017795,CLI003105,PROD004,AG002,34922.35,3492.24,8.24,36,1098.21,2019-08-25,2022-08-09,Soldé,Équipement,36,39535.56
CTR0017796,CLI002130,PROD003,AG021,5703.17,0.0,12.85,36,191.75,2019-12-07,2022-11-21,En cours,Consommation,36,6903.0
CTR0017797,CLI001881,PROD008,AG009,21228.16,0.0,9.14,30,794.21,2017-11-30,2020-05-18,Soldé,Consommation,30,23826.3
CTR0017798,CLI000356,PROD006,AG005,196614.92,0.0,13.96,90,3535.86,2017-09-11,2025-02-01,En cours,Restructuration,90,318227.4
CTR0017799,CLI004028,PROD005,AG015,15230.21,2284.53,11.19,18,923.05,2020-10-17,2022-04-10,En cours,Automobile,18,16614.9
CTR0017800,CLI003698,PROD007,AG016,72316.22,0.0,9.21,12,6331.2,2022-05-08,2023-05-03,Soldé,Consommation,12,75974.4
CTR0017801,CLI005978,PROD004,AG008,73326.71,7332.67,9.38,12,6425.46,2022-04-18,2023-04-13,Soldé,Équipement,12,77105.52
CTR0017802,CLI002259,PROD002,AG005,53081.31,10616.26,8.94,42,1476.53,2019-02-01,2022-07-15,Soldé,Automobile,42,62014.26
CTR0017803,CLI006999,PROD003,AG007,50688.37,0.0,12.99,60,1153.06,2016-08-02,2021-07-07,En cours,Consommation,60,69183.6
CTR0017804,CLI004806,PROD006,AG017,118461.45,0.0,13.21,48,3190.38,2016-08-15,2020-07-25,En cours,Restructuration,48,153138.24
CTR0017805,CLI005321,PROD002,AG008,136516.84,27303.37,9.91,12,11996.29,2017-04-01,2018-03-27,En retard,Automobile,12,143955.48
CTR0017806,CLI007506,PROD003,AG001,98549.27,0.0,10.4,24,4565.76,2019-08-05,2021-07-25,En cours,Consommation,24,109578.24
CTR0017807,CLI000488,PROD004,AG019,90091.19,9009.12,11.42,12,7980.07,2017-06-22,2018-06-17,En cours,Équipement,12,95760.84
CTR0017808,CLI003229,PROD001,AG010,485258.51,48525.85,8.23,48,11899.04,2017-02-03,2021-01-13,En cours,Automobile,48,571153.92
CTR0017809,CLI006577,PROD002,AG006,104149.72,20829.94,7.65,12,9042.97,2018-07-31,2019-07-26,Soldé,Automobile,12,108515.64
CTR0017810,CLI001101,PROD001,AG008,460086.82,46008.68,6.81,36,14166.21,2022-07-26,2025-07-10,Soldé,Automobile,36,509983.56
CTR0017811,CLI005499,PROD003,AG002,120855.1,0.0,10.61,6,20770.42,2017-08-16,2018-02-12,En cours,Consommation,6,124622.52
CTR0017812,CLI004061,PROD006,AG015,132711.62,0.0,10.79,48,3416.48,2023-01-15,2026-12-25,Soldé,Restructuration,48,163991.04
CTR0017813,CLI001408,PROD001,AG010,234834.79,23483.48,5.88,72,3878.6,2022-02-17,2028-01-17,En cours,Automobile,72,279259.2
CTR0017814,CLI009321,PROD002,AG005,66105.02,13221.0,10.66,42,1892.66,2018-01-31,2021-07-14,Soldé,Automobile,42,79491.72
CTR0017815,CLI007699,PROD006,AG018,245788.21,0.0,12.68,48,6554.91,2016-02-16,2020-01-26,En cours,Restructuration,48,314635.68
CTR0017816,CLI009676,PROD002,AG018,174364.18,34872.84,8.86,60,3607.68,2019-05-31,2024-05-04,Soldé,Automobile,60,216460.8
CTR0017817,CLI004148,PROD007,AG011,52037.17,0.0,8.76,36,1648.96,2021-02-04,2024-01-20,Restructuré,Consommation,36,59362.56
CTR0017818,CLI004510,PROD003,AG020,125850.95,0.0,9.84,54,2893.91,2021-09-17,2026-02-23,En cours,Consommation,54,156271.14
CTR0017819,CLI009513,PROD004,AG018,94753.82,9475.38,10.8,42,2719.25,2019-07-25,2023-01-05,Soldé,Équipement,42,114208.5
CTR0017820,CLI003410,PROD006,AG008,256704.48,0.0,13.2,24,12228.33,2019-01-20,2021-01-09,Soldé,Restructuration,24,293479.92
CTR0017821,CLI008432,PROD007,AG019,31135.53,0.0,8.66,36,985.18,2021-03-15,2024-02-28,En retard,Consommation,36,35466.48
CTR0017822,CLI000094,PROD006,AG018,165224.37,0.0,10.44,66,3301.11,2015-02-16,2020-07-19,En cours,Restructuration,66,217873.26
CTR0017823,CLI002321,PROD005,AG005,64525.25,9678.79,10.0,48,1636.53,2018-04-30,2022-04-09,En contentieux,Automobile,48,78553.44
CTR0017824,CLI004408,PROD004,AG019,69620.31,6962.03,9.94,18,4179.27,2017-08-18,2019-02-09,Soldé,Équipement,18,75226.86
CTR0017825,CLI000817,PROD002,AG017,30070.07,6014.01,10.17,54,696.28,2018-12-27,2023-06-04,Soldé,Automobile,54,37599.12
CTR0017826,CLI001776,PROD001,AG006,318185.84,31818.58,8.46,60,6521.94,2015-06-20,2020-05-24,En cours,Automobile,60,391316.4
CTR0017827,CLI001929,PROD006,AG002,167100.12,0.0,11.59,48,4366.82,2023-02-14,2027-01-24,En cours,Restructuration,48,209607.36
CTR0017828,CLI000950,PROD006,AG008,244085.05,0.0,11.46,60,5363.17,2018-04-06,2023-03-11,En cours,Restructuration,60,321790.2
CTR0017829,CLI008765,PROD005,AG001,26418.56,3962.78,11.06,12,2335.66,2019-02-17,2020-02-12,En retard,Automobile,12,28027.92
CTR0017830,CLI004153,PROD001,AG015,275734.44,27573.44,6.58,66,4990.58,2022-02-08,2027-07-12,En cours,Automobile,66,329378.28
CTR0017831,CLI003165,PROD001,AG020,382334.25,38233.43,6.39,36,11699.03,2017-02-09,2020-01-25,Soldé,Automobile,36,421165.08
CTR0017832,CLI004990,PROD005,AG014,15841.63,2376.24,11.85,36,525.03,2016-11-12,2019-10-28,En retard,Automobile,36,18901.08
CTR0017833,CLI002897,PROD008,AG009,89913.62,0.0,7.29,54,1958.09,2022-07-03,2026-12-09,Soldé,Consommation,54,105736.86
CTR0017834,CLI002971,PROD001,AG021,328026.64,32802.66,6.54,24,14618.29,2020-08-06,2022-07-27,En cours,Automobile,24,350838.96
CTR0017835,CLI006762,PROD006,AG021,186572.51,0.0,14.47,30,7448.65,2020-11-01,2023-04-20,Soldé,Restructuration,30,223459.5
CTR0017836,CLI006106,PROD003,AG004,131242.16,0.0,13.46,48,3550.94,2022-04-04,2026-03-14,En cours,Consommation,48,170445.12
CTR0017837,CLI009516,PROD007,AG019,28901.76,0.0,7.72,30,1062.43,2016-02-01,2018-07-20,En contentieux,Consommation,30,31872.9
CTR0017838,CLI008922,PROD003,AG009,141386.87,0.0,13.92,60,3283.96,2017-05-24,2022-04-28,Soldé,Consommation,60,197037.6
CTR0017839,CLI002128,PROD003,AG017,89545.72,0.0,11.19,18,5427.05,2015-07-14,2017-01-04,Restructuré,Consommation,18,97686.9
CTR0017840,CLI001937,PROD003,AG009,25867.56,0.0,13.9,30,1025.66,2018-12-27,2021-06-14,Soldé,Consommation,30,30769.8
CTR0017841,CLI000733,PROD008,AG014,15944.77,0.0,7.88,12,1386.13,2020-04-23,2021-04-18,Soldé,Consommation,12,16633.56
CTR0017842,CLI006144,PROD004,AG009,77533.7,7753.37,8.34,18,4597.41,2018-11-09,2020-05-02,Soldé,Équipement,18,82753.38
CTR0017843,CLI009092,PROD001,AG016,218228.23,21822.82,8.16,84,3418.77,2019-03-17,2026-02-08,Soldé,Automobile,84,287176.68
CTR0017844,CLI006455,PROD007,AG003,30511.7,0.0,9.53,30,1147.03,2016-01-07,2018-06-25,En cours,Consommation,30,34410.9
CTR0017845,CLI009411,PROD007,AG018,45260.7,0.0,7.6,12,3928.79,2020-06-13,2021-06-08,En cours,Consommation,12,47145.48
CTR0017846,CLI004678,PROD008,AG003,55990.76,0.0,6.55,24,2495.44,2021-12-12,2023-12-02,En cours,Consommation,24,59890.56
CTR0017847,CLI005864,PROD002,AG004,145708.61,29141.72,9.57,24,6694.83,2017-09-23,2019-09-13,Soldé,Automobile,24,160675.92
CTR0017848,CLI000347,PROD005,AG019,18088.11,2713.22,11.37,12,1601.78,2021-05-29,2022-05-24,Soldé,Automobile,12,19221.36
CTR0017849,CLI006057,PROD008,AG001,91951.07,0.0,7.56,18,5419.57,2022-05-16,2023-11-07,En cours,Consommation,18,97552.26
CTR0017850,CLI001332,PROD006,AG009,261530.65,0.0,10.18,90,4166.76,2016-08-11,2024-01-02,En cours,Restructuration,90,375008.4
CTR0017851,CLI005701,PROD008,AG012,101806.96,0.0,8.46,18,6042.29,2021-12-02,2023-05-26,En cours,Consommation,18,108761.22
CTR0017852,CLI003709,PROD001,AG019,79388.84,7938.88,7.52,66,1472.42,2019-04-25,2024-09-25,En cours,Automobile,66,97179.72
CTR0017853,CLI009889,PROD002,AG019,83812.37,16762.47,9.4,60,1756.12,2021-06-06,2026-05-11,En retard,Automobile,60,105367.2
CTR0017854,CLI002892,PROD003,AG015,65119.91,0.0,10.59,18,3928.63,2020-09-01,2022-02-23,En cours,Consommation,18,70715.34
CTR0017855,CLI003650,PROD008,AG013,76049.64,0.0,8.77,24,3466.29,2020-07-29,2022-07-19,En cours,Consommation,24,83190.96
CTR0017856,CLI001331,PROD002,AG011,187125.97,37425.19,8.69,24,8522.21,2019-02-25,2021-02-14,Soldé,Automobile,24,204533.04
CTR0017857,CLI009213,PROD002,AG009,87434.39,17486.88,10.72,60,1888.85,2020-02-20,2025-01-24,En cours,Automobile,60,113331.0
CTR0017858,CLI002258,PROD001,AG005,97601.39,9760.14,6.49,42,2604.01,2022-12-05,2026-05-18,Restructuré,Automobile,42,109368.42
CTR0017859,CLI007291,PROD008,AG016,56600.67,0.0,7.76,36,1767.4,2021-09-07,2024-08-22,En cours,Consommation,36,63626.4
CTR0017860,CLI006648,PROD001,AG016,56645.63,5664.56,5.92,60,1093.01,2022-09-21,2027-08-26,Soldé,Automobile,60,65580.6
CTR0017861,CLI000968,PROD001,AG006,285268.99,28526.9,8.18,36,8963.0,2016-01-06,2018-12-21,En cours,Automobile,36,322668.0
CTR0017862,CLI003167,PROD006,AG019,68490.36,0.0,12.7,30,2676.55,2022-08-26,2025-02-11,Soldé,Restructuration,30,80296.5
CTR0017863,CLI001630,PROD001,AG010,231194.39,23119.44,5.58,66,4076.0,2017-03-16,2022-08-17,Restructuré,Automobile,66,269016.0
CTR0017864,CLI004361,PROD002,AG016,167160.24,33432.05,8.68,60,3444.07,2021-12-28,2026-12-02,Soldé,Automobile,60,206644.2
CTR0017865,CLI001970,PROD004,AG001,50441.4,5044.14,10.58,36,1641.37,2019-04-04,2022-03-19,Soldé,Équipement,36,59089.32
CTR0017866,CLI003514,PROD007,AG002,31671.48,0.0,8.88,36,1005.38,2015-09-17,2018-09-01,En cours,Consommation,36,36193.68
CTR0017867,CLI003539,PROD005,AG018,68258.58,10238.79,10.84,18,4125.86,2022-11-04,2024-04-27,En cours,Automobile,18,74265.48
CTR0017868,CLI009849,PROD006,AG009,116803.39,0.0,13.36,84,2147.81,2017-11-21,2024-10-15,En cours,Restructuration,84,180416.04
CTR0017869,CLI000825,PROD007,AG018,32628.93,0.0,9.13,24,1492.59,2015-03-16,2017-03-05,En cours,Consommation,24,35822.16
CTR0017870,CLI003384,PROD005,AG017,34800.14,5220.02,8.84,18,2071.46,2015-10-04,2017-03-27,En cours,Automobile,18,37286.28
CTR0017871,CLI007122,PROD005,AG014,41473.13,6220.97,11.45,12,3674.18,2017-12-28,2018-12-23,En cours,Automobile,12,44090.16
CTR0017872,CLI001745,PROD007,AG004,40008.05,0.0,8.3,18,2371.57,2015-05-19,2016-11-09,En cours,Consommation,18,42688.26
CTR0017873,CLI001856,PROD001,AG002,309882.36,30988.24,6.96,66,5664.48,2022-04-14,2027-09-15,Soldé,Automobile,66,373855.68
CTR0017874,CLI002003,PROD008,AG002,118672.4,0.0,8.8,24,5410.63,2016-04-23,2018-04-13,En cours,Consommation,24,129855.12
CTR0017875,CLI001667,PROD002,AG005,74618.41,14923.68,10.97,42,2147.48,2017-06-26,2020-12-07,En contentieux,Automobile,42,90194.16
CTR0017876,CLI006186,PROD003,AG008,23219.49,0.0,9.41,48,582.35,2022-06-29,2026-06-08,En cours,Consommation,48,27952.8
CTR0017877,CLI003870,PROD006,AG015,73094.07,0.0,13.08,48,1963.83,2017-01-08,2020-12-18,En cours,Restructuration,48,94263.84
CTR0017878,CLI005282,PROD002,AG017,32762.55,6552.51,7.33,12,2839.82,2017-07-15,2018-07-10,En cours,Automobile,12,34077.84
CTR0017879,CLI008697,PROD008,AG003,43240.18,0.0,9.34,60,904.75,2017-12-15,2022-11-19,Soldé,Consommation,60,54285.0
CTR0017880,CLI007905,PROD002,AG007,176649.13,35329.83,7.79,42,4818.88,2023-01-07,2026-06-20,En cours,Automobile,42,202392.96
CTR0017881,CLI003696,PROD007,AG011,45340.92,0.0,9.96,12,3985.34,2015-05-05,2016-04-29,En cours,Consommation,12,47824.08
CTR0017882,CLI001875,PROD004,AG008,68473.22,6847.32,8.04,30,2527.12,2019-01-02,2021-06-20,En cours,Équipement,30,75813.6
CTR0017883,CLI008217,PROD005,AG010,47866.13,7179.92,12.04,30,1855.63,2022-04-21,2024-10-07,En retard,Automobile,30,55668.9
CTR0017884,CLI008599,PROD008,AG017,111003.9,0.0,8.1,18,6569.87,2020-01-25,2021-07-18,En cours,Consommation,18,118257.66
CTR0017885,CLI001425,PROD005,AG010,74502.78,11175.42,11.17,24,3478.3,2022-04-14,2024-04-03,En cours,Automobile,24,83479.2
CTR0017886,CLI006803,PROD003,AG015,42982.74,0.0,10.61,60,926.21,2019-04-13,2024-03-17,En cours,Consommation,60,55572.6
CTR0017887,CLI009836,PROD001,AG015,288220.29,28822.03,7.98,18,17042.8,2017-12-23,2019-06-16,Soldé,Automobile,18,306770.4
CTR0017888,CLI005880,PROD008,AG002,88043.9,0.0,7.87,24,3976.77,2022-01-14,2024-01-04,En cours,Consommation,24,95442.48
CTR0017889,CLI008083,PROD002,AG021,176647.02,35329.4,9.95,18,10604.84,2016-03-05,2017-08-27,Soldé,Automobile,18,190887.12
CTR0017890,CLI002728,PROD007,AG019,59189.89,0.0,8.87,30,2207.08,2020-11-07,2023-04-26,En cours,Consommation,30,66212.4
CTR0017891,CLI001992,PROD002,AG006,72749.3,14549.86,8.46,36,2295.17,2015-06-18,2018-06-02,Soldé,Automobile,36,82626.12
CTR0017892,CLI004501,PROD002,AG016,41886.64,8377.33,10.81,24,1948.55,2019-01-11,2020-12-31,En cours,Automobile,24,46765.2
CTR0017893,CLI006717,PROD007,AG007,33296.89,0.0,7.87,24,1503.95,2015-01-25,2017-01-14,En cours,Consommation,24,36094.8
CTR0017894,CLI003225,PROD008,AG004,35373.61,0.0,8.97,18,2107.7,2019-08-22,2021-02-12,En cours,Consommation,18,37938.6
CTR0017895,CLI004299,PROD003,AG021,93763.86,0.0,12.49,12,8352.31,2015-06-19,2016-06-13,En cours,Consommation,12,100227.72
CTR0017896,CLI006993,PROD004,AG014,60427.81,6042.78,11.5,42,1754.47,2021-01-09,2024-06-22,Soldé,Équipement,42,73687.74
CTR0017897,CLI001489,PROD001,AG008,356894.54,35689.45,5.59,48,8314.76,2022-01-22,2026-01-01,Soldé,Automobile,48,399108.48
CTR0017898,CLI008984,PROD005,AG010,57262.35,8589.35,12.34,18,3501.03,2018-11-06,2020-04-29,En cours,Automobile,18,63018.54
CTR0017899,CLI004138,PROD007,AG002,48986.23,0.0,7.95,30,1805.9,2017-12-28,2020-06-15,Soldé,Consommation,30,54177.0
CTR0017900,CLI003651,PROD006,AG010,228762.89,0.0,12.48,60,5144.37,2015-07-10,2020-06-13,En cours,Restructuration,60,308662.2
CTR0017901,CLI005135,PROD006,AG010,66302.28,0.0,13.66,90,1181.24,2022-12-14,2030-05-06,En retard,Restructuration,90,106311.6
CTR0017902,CLI004761,PROD008,AG010,43228.87,0.0,9.5,48,1086.04,2017-06-25,2021-06-04,Soldé,Consommation,48,52129.92
CTR0017903,CLI006876,PROD004,AG019,24438.3,2443.83,9.3,24,1119.82,2022-06-13,2024-06-02,En cours,Équipement,24,26875.68
CTR0017904,CLI007450,PROD001,AG009,354535.13,35453.51,8.27,30,13122.1,2020-11-16,2023-05-05,En contentieux,Automobile,30,393663.0
CTR0017905,CLI000925,PROD005,AG013,29655.75,4448.36,10.17,12,2609.56,2019-01-31,2020-01-26,En cours,Automobile,12,31314.72
CTR0017906,CLI003174,PROD005,AG016,33119.57,4967.94,11.12,24,1545.48,2019-10-18,2021-10-07,En cours,Automobile,24,37091.52
CTR0017907,CLI007846,PROD008,AG011,10829.78,0.0,6.86,30,393.86,2021-01-09,2023-06-28,En cours,Consommation,30,11815.8
CTR0017908,CLI007615,PROD007,AG011,63605.47,0.0,8.78,30,2369.09,2022-02-21,2024-08-09,En cours,Consommation,30,71072.7
CTR0017909,CLI001941,PROD007,AG018,73739.54,0.0,8.16,24,3340.42,2020-03-31,2022-03-21,Soldé,Consommation,24,80170.08
CTR0017910,CLI000314,PROD005,AG002,45358.86,6803.83,9.04,48,1129.62,2018-06-16,2022-05-26,Soldé,Automobile,48,54221.76
CTR0017911,CLI002432,PROD008,AG003,54021.4,0.0,7.73,24,2436.59,2022-03-25,2024-03-14,En cours,Consommation,24,58478.16
CTR0017912,CLI002373,PROD006,AG002,63208.39,0.0,12.8,84,1143.02,2017-07-20,2024-06-13,En contentieux,Restructuration,84,96013.68
CTR0017913,CLI001770,PROD006,AG009,140718.71,0.0,12.24,66,2940.14,2016-11-21,2022-04-24,En retard,Restructuration,66,194049.24
CTR0017914,CLI004186,PROD005,AG021,71646.31,10746.95,11.35,36,2357.5,2023-03-17,2026-03-01,En cours,Automobile,36,84870.0
CTR0017915,CLI003093,PROD002,AG018,51004.28,10200.86,7.12,60,1012.84,2020-11-13,2025-10-18,En cours,Automobile,60,60770.4
CTR0017916,CLI003230,PROD002,AG021,191059.43,38211.89,10.15,24,8829.66,2020-04-23,2022-04-13,Soldé,Automobile,24,211911.84
CTR0017917,CLI009203,PROD002,AG019,176029.55,35205.91,9.54,18,10534.58,2021-09-24,2023-03-18,En cours,Automobile,18,189622.44
CTR0017918,CLI007349,PROD005,AG013,44682.3,6702.35,9.28,24,2047.04,2020-04-20,2022-04-10,En contentieux,Automobile,24,49128.96
CTR0017919,CLI005349,PROD003,AG018,79473.21,0.0,9.2,36,2534.63,2019-02-23,2022-02-07,Soldé,Consommation,36,91246.68
CTR0017920,CLI009383,PROD003,AG002,12956.05,0.0,9.03,60,269.13,2021-01-15,2025-12-20,En cours,Consommation,60,16147.8
CTR0017921,CLI006107,PROD003,AG019,43533.47,0.0,13.69,24,2083.8,2021-07-31,2023-07-21,Soldé,Consommation,24,50011.2
CTR0017922,CLI007046,PROD006,AG013,54931.04,0.0,12.74,78,1039.16,2020-01-09,2026-06-06,Soldé,Restructuration,78,81054.48
CTR0017923,CLI006399,PROD006,AG006,243626.07,0.0,14.56,84,4641.25,2021-10-08,2028-09-01,Soldé,Restructuration,84,389865.0
CTR0017924,CLI005443,PROD007,AG004,59757.99,0.0,8.82,30,2226.89,2015-07-30,2018-01-15,En cours,Consommation,30,66806.7
CTR0017925,CLI005279,PROD002,AG020,111382.29,22276.46,9.78,60,2354.51,2021-07-10,2026-06-14,Soldé,Automobile,60,141270.6
CTR0017926,CLI003050,PROD005,AG013,19992.2,2998.83,8.96,42,556.3,2017-08-16,2021-01-27,Soldé,Automobile,42,23364.6
CTR0017927,CLI007510,PROD008,AG001,35490.39,0.0,7.29,12,3075.61,2016-06-01,2017-05-27,En cours,Consommation,12,36907.32
CTR0017928,CLI002943,PROD001,AG013,316671.86,31667.19,6.94,66,5785.58,2019-02-09,2024-07-12,En cours,Automobile,66,381848.28
CTR0017929,CLI004627,PROD003,AG013,86859.06,0.0,11.46,24,4066.89,2019-08-17,2021-08-06,Soldé,Consommation,24,97605.36
CTR0017930,CLI007215,PROD004,AG003,33403.14,3340.31,10.06,24,1542.31,2019-12-27,2021-12-16,En cours,Équipement,24,37015.44
